Name,Formula,Dipole momentμ debye
"2,7-dibromo-9-fluorenylidenediphenyl-p-dimethylaminophenylphosphorane",C33H26Br2NP,7.94
"2,7-dibromo-9-fluorenylidenediphenylphenylphosphorane",C31H21Br2P,6.73
"2,7-dibromo-9-fluorenylidenedipropyl-p-acetylphenylphosphorane",C27H27Br2OP,5.68
"2,7-dibromo-9-fluorenylidenedipropyl-p-bromophenylphosphorane",C25H24Br3P,6.73
"2,7-dibromo-9-fluorenylidenedipropyl-p-chlorophenylphosphorane",C25H24Br2ClP,6.49
"2,7-dibromo-9-fluorenylidenedipropyl-p-cyanophenylphosphorane",C26H24Br2NP,6.28
"2,7-dibromo-9-fluorenylidenedipropyl-p-methoxyphenylphosphorane",C26H27Br2OP,7.01
"2,7-dibromo-9-fluorenylidenedipropyl-phenylphosphorane",C25H25Br2P,6.99
"2,7-dibromo-9-fluorenylidenetri(4-dimethylaminophenyl)phosphorane",C37H36Br2N3P,9.14
"2,7-dibromo-9-fluorenylidenetri-p-anisylphosphorane",C37H33Br2O3P,7.19
"2,7-dibromo-9-fluorenylidenetripropylphosphorane",C22H27Br2P,7.09
"2,7-dibromo-9-fluorenylidenetris(4-chlorophenyl)phosphorane",C31H18Br2Cl3P,4.98
"2,7-dibromofluorene",C13H8Br2,0
"2,7-dichloronaphthalene",C10H6Cl2,1.53
"2,7-dimethylbenzocycloheptadienone",C13H12O,3.6
"2,7-diphenylbenzocycloheptadienone",C23H16O,3.63
"2,8,9-trioxaadamantane",C7H10O3,3.01
"2-(1,3-dioxolan-2-yl)-1,3-dioxolane",C6H10O4,0.79
2-(10-oxoanthracen-9-ylidene)propanedinitrile,C17H8N2O,4.3
"2-(2,2-dimethylpropanoyl)thiophene",C9H12OS,3.09
"2-(2,3-dihydroinden-1-ylidene)propanedinitrile",C12H8N2,6.09
2-(2-aminoethylamino)ethanol,C4H12N2O,2.65
2-(2-ethoxyethoxy)ethanol,C8H18O2,1.6
2-(2-ethoxyethoxy)ethyl acetate,C8H16O4,1.8
2-(2-fluorene-9-ylidenethylidene)propanedinitrile,C18H10N2,6.07
2-(2-methoxyethoxy)ethanol,C5H12O3,1.6
2-(2-methylphenyl)pyridine,C12H11N,1.78
2-(2-nitro-1-propen-1-yl)-5-methylfuran,C8H9NO3,5.46
2-(2-nitrophenyl)pyridine,C11H8N2O2,4.23
2-(3-methylphenyl)pyridine,C12H11N,1.87
2-(3-nitrophenyl)pyridine,C11H8N2O2,4.65
2-(4-aminophenyl)pyridine,C11H10N2,5.6
2-(4-biphenylyl)pyridine,C17H13N,1.91
2-(4-bromophenyl)-1-phenylethanone,C14H11BrO,2.24
"2-(4-chlorophenyl)-1,3-indanedione",C15H9ClO2,3.99
"2-(4-chlorophenyl)-1,3-oxazolidine",C9H10ClNO,2.23
2-(4-chlorophenyl)-1-phenylethanone,C14H11ClO,2.26
2-(4-chlorophenyl)-chromone,C15H9ClO2,3.13
2-(4-methoxyphenyl)-1-phenylethanone,C15H14O2,3.44
2-(4-methylphenyl)-1-phenylethanone,C15H14O,3.16
2-(4-methylphenyl)pyridine,C12H11N,2.02
2-(4-nitrophenyl)oxirane,C8H7NO3,4.13
2-(4-nitrophenyl)pyridine,C11H8N2O2,2.11
2-(aminomethyl)pyridine,C6H8N2,2.3
2-(furan-2-carbonyl)furan-3-carbaldehyde,C10H6O4,5.25
"2-(morpholin-4-ylmethyl)isoindole-1,3-dione",C13H14N2O3,3
2-(phenoxy)phenol,C12H10O2,1.6
"2-(phenylmethylidene)indene-1,3-dione",C16H10O2,1.17
"2-(piperidin-1-ylmethyl)isoindole-1,3-dione",C14H16N2O2,2.53
"2-(thiophen-2-ylmethylidene)indene-1,3-dione",C14H8O2S,1.25
2-acetyl-1-naphthol,C12H10O2,3.17
2-acetyl-10-(3'-diethylaminopropyl)phenothiazine,C21H26N2OS,2.5
2-acetyl-3-tert-butoxythiophene,C10H14O2S,4.73
2-acetyl-5-methoxycarbonyltellurophene,C8H8O3Te,2.44
2-acetyl-5-nitrothiophene,C6H5NO3S,4.8
2-acetylfuran,C6H6O2,3.23
2-acetylnaphthalene,C12H10O,3.11
2-acetylphenol,C8H8O2,2.93
2-acetylpyridine,C7H7NO,2.86
2-acetylpyrrole,C6H7NO,1.52
2-acetylselenophene,C6H6OSe,3.18
2-acetylthiophene,C6H6OS,3.37
2-adamantanol,C10H16O,1.59
"2-amino-2,4,4-trimethylpentane",C8H19N,1.22
2-amino-3-methylpyridine,C6H8N2,2.35
"2-amino-4,6-dimethylpyridine",C7H10N2,1.92
2-amino-4-methylpyridine,C6H8N2,2.65
2-amino-5-methylpyridine,    ⋮,2.35
2-amino-6-methylpyridine,    ⋮,1.77
2-amino-7-nitrofluorene,C13H10N2O2,5.65
2-aminobiphenyl,C12H11N,1.45
2-aminobutane,C4H11N,1.28
2-aminoethanol,C2H7NO,2.59
2-aminoethoxytriethylsilane,C8H21NOSi,1.87
2-aminophenazine,C12H9N3,6.72
2-aminopyridine,C5H6N2,2.08
2-aminoquinoline,C9H8N2,2.33
"2-anilinomethyl-(3aR,7aS)-3a,4,7,7a-tetrahydroisoindole-1,3-dione",C15H16N2O2,2.71
2-anisaldehyde,C8H8O2,4.34
2-azidoethanol,C2H5N3O,2.48
2-benzothiazolinone,C7H5NOS,3.52
2-benzoxazolinone,C7H5NO2,3.56
2-benzoyl-3-(4-bromophenyl)oxirane,C15H11BrO2,3.04
2-benzoyl-3-(4-chlorophenyl)oxirane,C15H11ClO2,3.14
2-benzoyl-3-(4-nitrophenyl)oxirane,C15H11NO4,3.67
2-benzoyl-3-phenyloxirane,C15H12O2,3.61
2-benzoylpyridine,C12H9NO,2.86
2-benzylidenecyclohexanone,C13H14O,3.23
"2-bromo-1,2-diphenylethanone",C14H11BrO,3.5
"2-bromo-1,4-dimethylbenzene",C8H9Br,1.72
2-bromo-1-(4-chlorophenyl)ethane,C8H8BrCl,1.8
2-bromo-1-(4-nitrophenyl)-1-ethanone,C8H6BrNO3,2.74
2-bromo-1-chloropropane,C3H6BrCl,1.26
"2-bromo-2,4,6-cycloheptatrien-1-one",C7H5BrO,4.94
2-bromo-2-(4-bromophenyl)-1-phenylethanone,C14H10Br2O,2.76
2-bromo-2-(4-chlorophenyl)-1-phenylethanone,C14H10BrClO,2.71
2-bromo-2-(4-methoxyphenyl)-1-phenylethanone,C15H13BrO2,4.26
2-bromo-2-(4-methylphenyl)-1-phenylethanone,C15H13BrO,3.85
2-bromo-2-methylbutane,C5H11Br,2.43
2-bromo-2-methylpropane,C4H9Br,2.2
2-bromo-3-ethoxyheptane,C9H19BrO,2.08
2-bromo-3-ethoxypentane,C7H15BrO,2.05
2-bromo-5-chlorotrifluoromethylbenzene,C7H3BrClF3,2.29
2-bromo-5-nitrofuran,C4H2BrNO3,4.2
"2-bromo-N,N-dimethylaniline",C8H10BrN,1.86
2-bromoacetophenone,C8H7BrO,3.48
2-bromoadamantane,C10H15Br,2.27
2-bromoaniline,C6H6BrN,1.79
2-bromobenzaldehyde,C7H5BrO,2.89
2-bromobenzoic acid,C7H5BrO2,2.73
2-bromobenzophenone,C13H9BrO,3.32
2-bromobiphenyl,C12H9Br,1.5
2-bromobutane,C4H9Br,2.23
2-bromocyclohexanone,C6H9BrO,3.37
2-bromoethanol,C2H5BrO,2.18
2-bromoethoxybenzene,C8H9BrO,2.02
2-bromoheptane,C7H15Br,2.06
2-bromonaphthalene,C10H7Br,1.69
2-bromooctane,C8H17Br,2.14
2-bromophenol,C6H5BrO,1.05
2-bromophenyl selenocyanate,C7H4BrNSe,3.6
2-bromophenylhydrazine,C6H7BrN2,2.36
2-bromopropane,C3H7Br,2.21
2-bromopropanedinitrile,C3HBrN2,2.92
2-bromopropene,C3H5Br,1.51
2-bromopyridine,C5H4BrN,3.11
2-bromoselenophene,C4H3BrSe,1.37
2-bromotellurophene,C4H3BrTe,1.44
2-bromothiophene,C4H3BrS,1.35
2-bromothiophenol,C6H5BrS,1.96
2-bromotoluene,C7H7Br,1.44
2-butanethiol,C4H10S,1.6
2-butanol,C4H10O,1.41
2-butanone,C4H8O,2.78
"2-butoxy-1,3,2-dioxaphospholane",C6H13O3P,2.32
2-butoxyethanol,C6H14O2,2.1
2-butoxyoxane,C9H18O2,1.22
2-butylpyridine,C9H13N,1.9
2-carbahexaborane(9),CH9B5,1.53
2-carboxymethyltellurophene,C6H6O2Te,0.64
"2-chloro-1,3,2-dioxaphospholane",C2H4ClO2P,3.26
"2-chloro-1,3,2-dithiaphospholane-2-sulfide",C2H4ClPS3,5.06
"2-chloro-1,3,5-trinitrobenzene",C6H2ClN3O6,1.13
"2-chloro-1,3-dinitro-5-(trifluoromethyl)benzene",C7H2ClF3N2O4,1.74
"2-chloro-1,3-dinitrobenzene",C6H3ClN2O4,4.15
"2-chloro-1,4-dimethylbenzene",C8H9Cl,1.79
2-chloro-1-(4-chlorophenyl)ethane,C8H8Cl2,1.73
2-chloro-1-methyl-4-nitrobenzene,C7H6ClNO2,4.05
2-chloro-2-methylpropane,C4H9Cl,2.13
"2-chloro-2-thiono-1,3,2-dioxaphosphorinane",C3H6ClO2PS,3.47
"2-chloro-2-thiono-4-methyl-1,3,2-dioxaphosphorinane",C4H8ClO2PS,5.55
2-chloro-3-methylpentane,C6H13Cl,2.18
2-chloro-4'-hydroxyazobenzene,C12H9ClN2O,2.2
"2-chloro-4-methyl-1,3,2-dioxaphosphinane",C4H8ClO2P,3.66
2-chloro-4-nitroaniline,C6H5ClN2O2,5.58
"2-chloro-5,5-dimethyl-1,3,2-dioxaphosphinane",C5H10ClO2P,3.6
2-chloro-5-nitrobenzaldehyde,C7H4ClNO3,3.92
2-chloro-5-nitrotoluene,C7H6ClNO2,3.11
"2-chloro-6-hydroxy-2,5-cyclohexadien-1-one",C6H5ClO2,3.14
2-chloro-6-nitrotoluene,C7H6ClNO2,2.95
"2-chloro-N,N-dimethylaniline",C8H10ClN,2.21
2-chloroadamantane,C10H15Cl,2.22
2-chloroaniline,C6H6ClN,1.79
2-chlorobenzaldehyde,C7H5ClO,2.8
2-chlorobenzoic acid,C7H5ClO2,2.49
2-chlorobenzonitrile,C7H4ClN,4.77
2-chlorobenzonitrile N-oxide,C7H4ClNO,4.78
2-chlorobenzophenone,C13H9ClO,3.32
2-chlorobenzothiazole,C7H4ClNS,2.3
2-chlorobenzoyldiazomethane,C8H5ClN2O,3.56
2-chlorobenzyl chloride,C7H6Cl2,2.32
2-chlorobiphenyl,C12H9Cl,1.43
2-chlorobutane,C4H9Cl,2.04
2-chlorocyclohexanone,C6H9ClO,3.45
2-chloroethanol,C2H5ClO,1.77
2-chloroheptane,C7H15Cl,2.03
2-chlorohexane,C6H13Cl,2.11
2-chloronaphthalene,C10H7Cl,1.72
2-chlorooctane,C8H17Cl,2.08
2-chlorooxane,C5H9ClO,2.05
2-chlorophenol,C6H5ClO,1.13
2-chlorophenothiazine,C12H8ClNS,2.11
2-chlorophenyl 4-nitrophenyl sulfide,C12H8ClNO2S,4.49
2-chlorophenyl selenocyanate,C7H4ClNSe,3.69
2-chlorophenylhydrazine,C6H7ClN2,2.4
2-chloropropane,C3H7Cl,2.17
2-chloropropene,C3H5Cl,1.66
2-chloropyridine,C5H4ClN,3.19
2-chloroquinoline,C9H6ClN,3.31
2-chlorotellurophene,C4H3ClTe,1.43
2-chlorothiophene,C4H3ClS,1.48
2-chlorothiophenol,C6H5ClS,1.98
"2-cyano-2-methyl-5,6-epoxybicyclo(2,2,2)octane",C10H13NO,3.77
"2-cyano-2-methylbicyclo[2,2,2]oct-5-ene",C10H13N,3.5
2-cyanobenzaldehyde,C8H5NO,4.94
2-cyanophenol,C7H5NO,3.2
2-cyanopropene,C4H5N,3.69
2-cyanopyridine,C6H4N2,1.96
2-cyanoselenophene,C5H3NSe,4.2
2-cyanothiophene,C5H3NS,4.59
2-cycloheptylidenepropanedinitrile,C10H12N2,5.43
"2-cyclohexoxy-1,3,2-dioxaphospholane",C8H15O3P,2.2
2-cyclohexylidenepropanedinitrile,C9H10N2,5.46
2-cyclopentylidenepropanedinitrile,C8H8N2,5.15
2-diazocyclododecanone,C12H20N2O,3.9
2-diazocyclohexanone,C6H8N2O,2.15
2-diazonaphthalen-1(2H)-one,C10H6N2O,3.5
"2-dimethylamino-1,3,2-dioxaphospholane",C4H10NO2P,2.42
"2-dimethylamino-1,3-dimethyl-1,3,2-diazaphospholane",C6H16N3P,1.93
"2-dimethylamino-1,3-dimethyl-2-phospha-1,3-diazetidine-4-one",C5H12N3OP,4.1
"2-dimethylamino-3,5-dimethyl-1,3,2-oxazaphospholane-4-one",C6H13N2O2P,3.11
"2-dimethylamino-3-methyl-1,3,2-oxazaphospholane",C5H13N2OP,2.47
"2-dimethylamino-4,4,5,5-tetramethyl-1,3,2-dioxaphospholane",C8H18NO2P,2.4
"2-dimethylaminomethyl-(3aR,7aS)-3a,4,7,7a-tetrahydroisoindole-1,3-dione",C11H16N2O2,2.33
2-docosanoxyethanol,C24H50O2,2.18
2-ethenoxyethyl-trimethylsilane,C7H16OSi,1.33
"2-ethenyl-1,3,5-trimethylbenzene",C11H14,0.42
2-ethenylfuran,C6H6O,0.69
2-ethenylsulfanylethyl-trimethylsilane,C7H16SSi,1.41
"2-ethoxy-1,3,2-dioxaphospholane",C4H9O3P,2.4
"2-ethoxy-1,3,2-dioxaphosphorinane",C5H11O3P,3.05
2-ethoxyethanol,C4H10O2,2.08
2-ethoxyethyl acetate,C6H12O3,2.24
2-ethoxyoxane,C7H14O2,1.23
"2-ethyl-1,3-butadiene",C6H10,0.45
2-ethyl-1-hexylamine,C8H19N,1.53
"2-ethyl-2-phenyl-1,3-indanedione",C17H14O2,2.8
"2-ethyl-3-phenyl-1,3,2-oxazaphospholidine",C10H14NOP,2.46
"2-ethyl-3-phenyl-1,3,2-oxazaphospholidine oxide",C10H14NO2P,4.79
2-ethylheptanenitrile,C9H17N,3.72
2-ethylheptanoic acid,C9H18O2,0.76
2-ethylhexanol,C8H18O,1.74
2-ethylhexyl acetate,C10H20O2,1.8
2-ethynylsulfonyl-2-methylpropane,C6H10O2S,4.4
2-ethynylsulfonylpropane,C5H8O2S,4.44
2-fluoren-9-ylidenepropanedinitrile,C16H8N2,5.53
"2-fluoro-1,3-butadiene",C4H5F,1.42
2-fluoro-2-methylpropane,C4H9F,1.96
2-fluorobenzaldehyde,C7H5FO,3.12
2-fluorobenzenethiol,C6H5FS,1.8
2-fluorobenzoic acid,C7H5FO2,2.46
2-fluorobiphenyl,C12H9F,1.36
2-fluorocyclohexanone,C6H9FO,3.86
2-fluoronaphthalene,C10H7F,1.49
2-fluorooctane,C8H17F,1.83
2-fluorophenol,C6H5FO,2.1
2-fluoropropane,C3H7F,1.88
2-fluoropropene,C3H5F,1.6
2-fluoropyridine,C5H4FN,3.37
"2-formyl-3,5-dibromoselenophene",C5H2Br2OSe,2.35
2-formyl-3-bromoselenophene,C5H3BrOSe,2.35
2-formyl-3-hydroxyselenophene,C5H4O2Se,3.1
2-formyl-3-hydroxythiophene,C5H4O2S,2.86
2-formyl-3-tert-butoxyselenophene,C9H12O2Se,4.62
2-formyl-3-tert-butoxythiophene,C9H12O2S,4.83
2-formyl-4-bromoselenophene,C5H3BrOSe,1.93
2-formylpyridine,C6H5NO,3.35
2-formylselenophene,C5H4OSe,3.25
2-furoyl chloride,C5H3ClO2,3.9
2-heptanol,C7H16O,1.71
2-heptanone,C7H14O,2.59
2-hexadecyloxyethanol,C18H38O2,2.21
2-hexanone,C6H12O,2.69
2-hydroxy-1-phenylethanone,C8H8O2,3.23
"2-hydroxy-2,4,6-cycloheptatrien-1-one",C7H6O2,3.64
2-hydroxy-3-methylacetophenone,C9H10O2,3.02
2-hydroxy-5-methylacetophenone,    ⋮,3.5
2-hydroxyazobenzene,C12H10N2O,1.32
2-hydroxybenzoic acid,C7H6O3,2.65
2-hydroxybutanedinitrile,C4H4N2O,2.97
2-hydroxycyclohexanone,C6H10O2,2.9
2-hydroxymethylpyridine,C6H7NO,2.55
2-hydroxyselenophene,C4H4OSe,4.02
"2-iodo-1,4-dimethylbenzene",C8H9I,1.54
2-iodo-2-methylbutane,C5H11I,2.18
2-iodo-2-methylpropane,C4H9I,2.14
"2-iodo-N,N-dimethylaniline",C8H10IN,2.17
2-iodobenzoic acid,C7H5IO2,2.27
2-iodobiphenyl,C12H9I,1.27
2-iodobutane,C4H9I,2.12
2-iodoheptane,C7H15I,1.93
2-iodonaphthalene,C10H7I,1.56
2-iodooctane,C8H17I,2.1
2-iodophenol,C6H5IO,1.25
2-iodopropane,C3H7I,2.09
2-iodothiophene,C4H3IS,1.2
2-iodotoluene,C7H7I,1.21
"2-isobutoxy-1,3,2-dioxaphospholane",C6H13O3P,2.25
2-isocyanopropane,C4H7N,4.06
"2-isopropoxy-1,3,2-dioxaphospholane",C5H11O3P,2.11
2-isopropylthiotetrahydropyran,C8H16OS,1.47
"2-mercapto-2,4,6-cycloheptatrien-1-one",C7H6OS,4.36
2-mercaptobenzothiazole,C7H5NS2,4.05
2-mercaptoselenophene,C4H4SSe,1.81
"2-methoxy-1,3,2-dioxaphospholane",C3H7O3P,2.29
"2-methoxy-1,3-dimethyl-1,3-diaza-1,3,2-phospholane",,2.35
"2-methoxy-1,3-dinitrobenzene",C7H6N2O5,3.51
"2-methoxy-1,3-dioxolane",C4H8O3,1.87
"2-methoxy-1,4-dinitrobenzene",C7H6N2O5,1.58
2-methoxy-1-methylbenzimidazole,C9H10N2O,2.91
2-methoxy-1-naphthaldehyde,C12H10O2,3.74
2-methoxy-2-methylpropane,C5H12O,1.32
2-methoxy-2-methyltetrahydropyran,C7H14O2,0.62
"2-methoxy-5,5-dimethyltetrahydropyran",C8H16O2,1.12
"2-methoxy-6,6-dimethyltetrahydropyran",    ⋮,1.57
"2-methoxy-N,N-dimethylaniline",C9H13NO,1.18
2-methoxyaniline,C7H9NO,1.61
2-methoxybenzenethiol,C7H8OS,2.1
2-methoxyethanol,C3H8O2,2.04
2-methoxyethyl acetate,C5H10O3,2.13
2-methoxynaphthalene,C11H10O,1.2
2-methoxyoxane,C6H12O2,1.21
2-methoxyphenyl selenocyanate,C8H7NOSe,5.14
2-methoxypropane,C4H10O,1.25
2-methoxypyridine,C6H7NO,1.23
"2-methyl-1,3-dithiane",C5H10S2,1.95
"2-methyl-1,3-oxazole",C4H5NO,1.37
"2-methyl-1,3-pentadiene",C6H10,0.65
2-methyl-1-butanol,C5H12O,1.88
2-methyl-1-buten-3-yne,C5H6,0.51
2-methyl-1-butene,C5H10,0.51
2-methyl-1-heptanol,C8H18O,1.62
2-methyl-1-nitro-1-propene,C4H7NO2,4.12
2-methyl-1-penten-3-yne,C6H8,0.65
2-methyl-1-phenylpyrazol-3-one,C10H10N2O,5.03
2-methyl-1-propanol,C4H10O,1.79
2-methyl-1-propen-1-one,C4H6O,1.94
"2-methyl-2,3-pentadiene",C6H10,0.52
"2-methyl-2,4-pentanediol",C6H14O2,2.1
2-methyl-2-butanethiol,C5H12S,1.58
2-methyl-2-butanol,C5H12O,1.8
2-methyl-2-butene,C5H10,0.5
2-methyl-2-nitropropane,C4H9NO2,3.74
2-methyl-2-phenylpropane,C10H14,0.45
2-methyl-2-propanamine,C4H11N,1.15
2-methyl-2-propanethiol,C4H10S,1.59
2-methyl-2-propanol,C4H10O,1.31
"2-methyl-2-thiono-1,3,2-dioxaphosphorinane",C4H9O2PS,3.9
2-methyl-3-heptanol,C8H18O,1.62
2-methyl-3-nitro-1-(sulfinylamino)benzene,C7H6N2O3S,2
2-methyl-3-nitrophenol,C7H7NO3,5.21
"2-methyl-3-phenyl-1,3,2-oxazaphospholidine oxide",C9H12NO2P,4.67
2-methyl-4-acetylaminopyrimidine,C7H9N3O,2.52
2-methyl-4-dimethylaminopyrimidine,C7H11N3,3.62
2-methyl-4-methoxypyrimidine,C6H8N2O,1.4
2-methyl-4-methylsulfanylpyrimidine,C6H8N2S,1.61
2-methyl-4-nitro-1-(sulfinylamino)benzene,C7H6N2O3S,3.36
2-methyl-4-nitroaniline,C7H8N2O2,6.36
2-methyl-5-nitroaniline,C7H8N2O2,5.3
2-methyl-5-nitrophenylsulfonyl chloride,C7H6ClNO4S,4.86
2-methyl-6-phenyl-4H-pyran-4-one,C12H10O2,4.61
2-methyl-6-phenyl-4H-pyran-4-thione,C12H10OS,5.22
2-methylaniline,C7H9N,1.3
2-methylbenzaldehyde,C8H8O,2.84
2-methylbenzoic acid,C8H8O2,1.7
2-methylbenzonitrile,C8H7N,3.77
2-methylbenzophenone,C14H12O,2.77
2-methylbenzothiazole,C8H7NS,1.33
2-methylbenzotriazole,C7H7N3,0.49
2-methylbut-3-enenitrile,C5H7N,3.54
2-methylbutane,C5H12,0.12
2-methylcyclohexanol,C7H14O,1.95
2-methylcyclohexene-1-carbonitrile,C8H11N,4.26
2-methylfuran,C5H6O,0.72
2-methylhexane,C7H16,0
2-methylnaphthalene,C11H10,0.44
2-methyloctanenitrile,C9H17N,3.69
2-methyloctanoic acid,C9H18O2,0.71
2-methyloxazolidine,C4H9NO,1.32
2-methylpentane,C6H14,0
2-methylphenol,C7H8O,1.44
2-methylphenyl acetate,C9H10O2,1.67
2-methylphenyl selenocyanate,C8H7NSe,4.07
2-methylprop-2-en-1-ol,C4H8O,1.3
2-methylpropanal,    ⋮,2.69
2-methylpropanenitrile,C4H7N,4.29
2-methylpropanoic acid,C4H8O2,1.08
2-methylpropenal,C4H6O,2.68
2-methylpropenoic acid,C4H6O2,1.65
2-methylpropyl 2-methylpropanoate,C8H16O2,1.97
2-methylpropyl acetate,C6H12O2,1.86
2-methylpropyl ethylphosphinate,C6H15O2P,3.41
2-methylpropyl formate,C5H10O2,1.89
2-methylpropylamine,C4H11N,1.15
2-methylpropylbenzene,C10H14,0.4
2-methylpyridine,C6H7N,1.91
2-methylpyrimidine,C5H6N2,1.68
2-methylpyrrole,C5H7N,1.95
2-methylquinazoline,C9H8N2,2.2
2-methylquinoline,C10H9N,1.94
2-methylselenophene,C5H6Se,0.56
2-methylsulfanyl-1H-benzimidazole,C8H8N2S,2.99
2-methylsulfanylfuran,C5H6OS,1.6
2-methylsulfanylselenophene,C5H6SSe,1.37
2-methylsulfanyltellurophene,C5H6STe,1.3
2-methylsulfanylthiophene,C5H6S2,1.47
2-methyltellurophene,C5H6Te,0.64
2-methyltetrahydrofuran,C5H10O,1.38
2-methylthiophene,C5H6S,0.67
2-methylthiophenol,C7H8S,1.01
"2-morpholinomethyl-(3aR,7aS)-3a,4,7,7a-tetrahydroisoindole-1,3-dione",C13H18N2O3,2.47
"2-naphth-2-yl-4-phenyl-5,6,7,8-tetrahydro-2H-thiochromene",C25H22S,1.3
2-naphthol,C10H8O,1.56
2-naphthylamine,C10H9N,1.75
2-naphthylidene-4-nitroaniline,C16H12N2O2,8.98
2-nitro-1-propanol,C3H7NO3,3.44
2-nitro-2-butene,C4H7NO2,3.92
2-nitro-2-pentene,C5H9NO2,3.96
2-nitro-N-phenylaniline,C12H10N2O2,4.18
2-nitroaniline,C6H6N2O2,4.36
2-nitroanisole,C7H7NO3,4.83
2-nitrobenzaldehyde,C7H5NO3,4.3
2-nitrobenzoic acid,C7H5NO4,4.07
2-nitrobenzonitrile,C7H4N2O2,6.24
2-nitrobenzyl chloride,C7H6ClNO2,3.94
2-nitrobiphenyl,C12H9NO2,3.81
2-nitrofluoren-9-one,C13H7NO3,5.44
2-nitrohydroquinone,C6H5NO4,3.3
2-nitromesitylene,C9H11NO2,3.68
2-nitrooctane,C8H17NO2,3.58
2-nitrophenol,C6H5NO3,3.01
2-nitrophenyl ether,C12H8N2O5,6.69
2-nitrophenyl isocyanate,C7H4N2O3,5.22
2-nitropropane,C3H7NO2,3.76
2-nitropropene,C3H5NO2,3.18
2-nitropyrrole,C4H4N2O2,4.33
2-nitroso-1-naphthol,C10H7NO2,4.36
"2-nitroso-2,5-dimethylhexane",C8H17NO,2.51
2-nitrothionylaniline,C6H6N2O3S,3.74
2-nitrothiophenol,C6H5NO2S,4.47
2-nitrotoluene,C7H7NO2,3.7
2-octanol,C8H18O,1.13
2-octanone,C8H16O,2.7
2-octyl acetate,C10H20O2,1.93
2-oxabicyclo[3.1.0]hexane,C5H8O,1.71
2-oxazoline,C3H5NO,1.77
2-oxoacetic acid,C2H2O3,1.86
2-oxopropionic acid,C3H4O3,2.3
"2-penta-1,4-dien-3-ylidenepropanedinitrile",C8H6N2,5.12
2-pentanol,C5H12O,1.66
2-pentanone,C5H10O,2.7
"2-pentoxy-1,3,2-dioxaphospholane",C7H15O3P,1.94
2-pentylpyridine,C10H15N,1.9
"2-phenoxy-1,3,2-dioxaphospholane",C8H9O3P,2.24
"2-phenoxy-1,3,2-dioxaphosphorinane",C9H11O3P,2.75
2-phenoxybiphenyl,C18H14O,1.14
"2-phenyl-1,3-dioxane-4,6-dione",C10H8O4,3.33
"2-phenyl-1,3-indanedione",C15H10O2,2.9
"2-phenyl-1,3-oxazolidine",C9H11NO,1.31
2-phenyl-1-indanone,C15H12O,2.81
"2-phenyl-3,4,4a,5,6,7,8,8a-octahydro-2H-thiochromene",C15H20S,1.91
2-phenyl-4-hydroxypyrimidine,C10H8N2O,3
2-phenyl-4-mercaptopyrimidine,C10H8N2S,3.71
2-phenyl-4-methylaminopyrimidine,C11H11N3,3.52
2-phenyl-5-acetylisoxazolidine,C11H13NO2,2.95
2-phenylacetonitrile,C8H7N,3.59
2-phenylbenzothiazole,C13H9NS,0.94
2-phenylchromone,C15H10O2,4.07
2-phenylethanol,C8H10O,1.6
2-phenylindole,C14H11N,3.95
2-phenylnaphthalene,C16H12,0
2-phenylpyridine,C11H9N,1.94
2-phenylpyrrole,C10H9N,1.66
2-phenylquinoline,C15H11N,1.77
2-phenylsulfonylphenol,C12H10O3S,5.24
2-phenylthiazole,C9H7NS,1.21
2-phenylthiobiphenyl,C18H14S,1.37
"2-piperidinomethyl-(3aR,7aS)-3a,4,7,7a-tetrahydroisoindole-1,3-dione",C14H20N2O2,2.19
2-propan-2-yloxyoxane,C8H16O2,1.33
2-propanethiol,C3H8S,1.55
2-propanol,C3H8O,1.59
2-propanone,C3H6O,2.69
2-propen-1-amine,C3H7N,1.25
2-propen-1-ol,C3H6O,1.6
2-propene-1-thiol,C3H6S,1.33
2-propenenitrile,C3H3N,3.9
2-propionyl-3-phenylisoxazolidine,C12H15NO2,2.97
"2-propoxy-1,3,2-dioxaphospholane",C5H11O3P,2.31
"2-propoxy-4-methyl-1,3,2-dioxaphosphorinane",C7H15O3P,3.08
2-propoxyoxane,C8H16O2,1.22
"2-propyl-2-nitro-1,3-propanediol",C6H13NO4,3.49
2-propylhexanenitrile,C9H17N,3.71
2-propylhexanoic acid,C9H18O2,0.71
2-propylpyridine,C8H11N,1.91
2-propylthiotetrahydropyran,C8H16OS,1.46
2-propyn-1-amine,C3H5N,0.74
2-propynol,C3H4O,1.74
2-pyridin-2-yldisulfanylpyridine,C10H8N2S2,3.99
2-pyridselenone,C5H5NSe,2.87
2-pyridyl benzoate,C12H9NO2,2.23
2-pyridyl pyridine-3-carboxylate,C11H8N2O2,3.02
2-pyridyl pyridine-4-carboxylate,    ⋮,3.41
2-pyrrolidone,C4H7NO,2.3
"2-pyrryl-1,3,2-dioxaphospholane",C6H8NO2P,2.64
"2-tert-butoxy-1,3,2-dioxaphospholane",C6H13O3P,1.9
"2-tert-butoxy-4,4,5,5-tetramethyl-1,3,2-dioxaphospholane",C10H21O3P,2.56
2-tert-butoxyselenophene,C8H12OSe,1.76
"2-tert-butyl-1,3-dithian",C8H16S2,1.82
"2-tert-butyl-5-(4-chlorophenyl)-1,3-dithian",C14H19ClS2,1.36
2-tert-butylphenol,C10H14O,1.35
